Graph File,Graph Name,Version,Heuristic,Best Cost,Avg Cost,Worst Cost,Best Time (µs),Avg Time (µs),Worst Time (µs)
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+NSh,121746.716,128202.461,130684.014,379.996,784.192,1486.886
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2opt,111037.388,114490.946,116714.583,378.822,581.557,919.988
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2.5opt,109356.797,112946.754,119721.761,796.399,2035.762,10307.322
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN,231746.581,275017.298,317261.926,336.328,365.658,718.873
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+NSh,117952.322,130795.584,152569.208,735.345,1664.880,4163.888
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2opt,109201.242,114850.348,127907.858,1456.643,2006.851,3110.570
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2.5opt,108645.935,112537.261,120465.160,2281.783,5160.274,8988.350
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI,114491.810,114491.810,114491.810,549.473,549.473,549.473
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+NSh,109362.712,109362.712,109362.712,501.282,501.282,501.282
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2opt,109767.719,109767.719,109767.719,116.329,116.329,116.329
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2.5opt,109535.865,109535.865,109535.865,383.566,383.566,383.566
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST,142681.374,146013.498,148681.681,76.156,93.474,191.912
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+NSh,121746.716,128202.461,130684.014,389.148,638.949,1375.648
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2opt,111037.388,114490.946,116714.583,359.943,561.253,831.637
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2.5opt,109356.797,112946.754,119721.761,580.999,1693.966,2819.915
rat195,Rattled grid (Pulleyblank),Greedy,NN,2582.497,2770.396,3015.891,638.991,791.129,8050.305
rat195,Rattled grid (Pulleyblank),Greedy,NN+NSh,2483.252,2580.271,2759.461,3241.911,5282.910,10825.888
rat195,Rattled grid (Pulleyblank),Greedy,NN+2opt,2353.550,2402.663,2486.380,4008.314,5958.601,11776.386
rat195,Rattled grid (Pulleyblank),Greedy,NN+2.5opt,2369.747,2435.115,2551.859,5958.405,16531.161,32786.948
rat195,Rattled grid (Pulleyblank),Greedy,FI,2599.675,2599.675,2599.675,1443.347,1443.347,1443.347
rat195,Rattled grid (Pulleyblank),Greedy,FI+NSh,2514.522,2514.522,2514.522,4544.986,4544.986,4544.986
rat195,Rattled grid (Pulleyblank),Greedy,FI+2opt,2572.780,2572.780,2572.780,1167.702,1167.702,1167.702
rat195,Rattled grid (Pulleyblank),Greedy,FI+2.5opt,2550.014,2550.014,2550.014,5644.576,5644.576,5644.576
rat195,Rattled grid (Pulleyblank),Greedy,MST,2942.156,3130.141,3328.548,707.380,790.156,1636.584
rat195,Rattled grid (Pulleyblank),Greedy,MST+NSh,2533.593,2610.471,2683.559,5223.887,7648.530,13742.568
rat195,Rattled grid (Pulleyblank),Greedy,MST+2opt,2405.083,2469.276,2521.438,7378.741,9378.578,17943.056
rat195,Rattled grid (Pulleyblank),Greedy,MST+2.5opt,2402.971,2479.648,2538.098,14067.923,27330.557,59225.709
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,NN,4175.477,4693.441,5224.427,1286.861,1443.232,2130.397
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+NSh,2664.694,2911.874,3402.429,4937.420,8958.480,21553.960
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+2opt,2465.458,2605.108,2738.690,19299.341,23469.739,32727.750
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+2.5opt,2407.520,2504.626,2605.638,40567.796,72636.486,128158.486
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,FI,2602.165,2602.165,2602.165,2218.649,2218.649,2218.649
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+NSh,2522.138,2522.138,2522.138,3343.768,3343.768,3343.768
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+2opt,2569.700,2569.700,2569.700,2076.907,2076.907,2076.907
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+2.5opt,2572.966,2572.966,2572.966,8075.310,8075.310,8075.310
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,MST,2942.156,3130.141,3328.548,701.846,871.982,1532.772
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+NSh,2533.593,2610.471,2683.559,5321.427,7432.262,14940.879
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+2opt,2405.083,2469.276,2521.438,7344.421,9238.861,34385.194
rat195,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+2.5opt,2402.971,2479.648,2538.098,13377.789,29167.734,50098.173
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,NN,5075.156,5832.980,6659.027,1297.360,1405.588,2269.135
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+NSh,2742.401,2997.132,3305.544,5322.746,11155.216,27509.190
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+2opt,2479.285,2617.470,2760.836,24370.101,30912.915,48989.579
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+2.5opt,2393.706,2507.927,2632.303,49449.479,96623.466,197189.819
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,FI,2601.660,2601.660,2601.660,1866.011,1866.011,1866.011
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+NSh,2514.845,2514.845,2514.845,3650.911,3650.911,3650.911
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+2opt,2572.383,2572.383,2572.383,2400.363,2400.363,2400.363
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+2.5opt,2480.890,2480.890,2480.890,11734.406,11734.406,11734.406
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,MST,2942.156,3130.141,3328.548,702.847,768.138,1989.221
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+NSh,2533.593,2610.471,2683.559,5334.191,7377.417,14231.018
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+2opt,2405.083,2469.276,2521.438,7560.901,9280.877,15086.805
rat195,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+2.5opt,2402.971,2479.648,2538.098,14559.002,26992.946,49523.228
rat99,Rattled grid (Pulleyblank),Greedy,NN,1369.535,1478.013,1629.009,144.541,210.904,3607.889
rat99,Rattled grid (Pulleyblank),Greedy,NN+NSh,1285.281,1332.472,1432.306,546.224,1115.732,2795.593
rat99,Rattled grid (Pulleyblank),Greedy,NN+2opt,1221.007,1266.337,1318.228,731.310,1076.214,1801.170
rat99,Rattled grid (Pulleyblank),Greedy,NN+2.5opt,1238.597,1279.190,1343.931,1213.048,2432.053,4423.573
rat99,Rattled grid (Pulleyblank),Greedy,FI,1318.699,1318.699,1318.699,709.034,709.034,709.034
rat99,Rattled grid (Pulleyblank),Greedy,FI+NSh,1278.952,1278.952,1278.952,994.170,994.170,994.170
rat99,Rattled grid (Pulleyblank),Greedy,FI+2opt,1299.066,1299.066,1299.066,420.121,420.121,420.121
rat99,Rattled grid (Pulleyblank),Greedy,FI+2.5opt,1274.707,1274.707,1274.707,1281.268,1281.268,1281.268
rat99,Rattled grid (Pulleyblank),Greedy,MST,1551.311,1636.000,1704.220,183.141,303.803,1294.684
rat99,Rattled grid (Pulleyblank),Greedy,MST+NSh,1324.568,1374.983,1454.149,852.207,1194.075,2663.484
rat99,Rattled grid (Pulleyblank),Greedy,MST+2opt,1221.384,1280.059,1333.606,840.985,1369.858,2459.947
rat99,Rattled grid (Pulleyblank),Greedy,MST+2.5opt,1238.472,1287.819,1339.967,1646.010,4184.703,12209.412
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,NN,2096.049,2428.659,2800.263,469.521,508.144,729.144
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+NSh,1362.361,1471.125,1585.320,1132.505,2017.155,4786.580
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+2opt,1252.548,1329.697,1404.961,2417.060,3275.968,5399.944
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,NN+2.5opt,1248.068,1303.124,1369.267,4692.711,9732.517,27253.419
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,FI,1337.983,1337.983,1337.983,1112.978,1112.978,1112.978
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+NSh,1296.753,1296.753,1296.753,712.547,712.547,712.547
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+2opt,1278.894,1278.894,1278.894,240.487,240.487,240.487
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,FI+2.5opt,1281.270,1281.270,1281.270,1449.761,1449.761,1449.761
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,MST,1551.311,1636.000,1704.220,187.546,218.864,453.832
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+NSh,1324.568,1374.983,1454.149,789.556,975.471,1876.174
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+2opt,1221.384,1280.059,1333.606,843.062,1357.265,3004.459
rat99,Rattled grid (Pulleyblank),Semi-Greedy 3,MST+2.5opt,1238.472,1287.819,1339.967,1652.376,4225.527,8083.050
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,NN,2723.094,3056.616,3609.946,467.481,508.628,881.273
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+NSh,1367.732,1499.698,1728.667,1392.644,2363.406,5538.461
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+2opt,1274.259,1341.943,1397.641,3031.804,4504.675,7149.184
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,NN+2.5opt,1237.651,1303.432,1369.355,7067.456,12459.536,20556.097
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,FI,1339.773,1339.773,1339.773,711.817,711.817,711.817
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+NSh,1307.502,1307.502,1307.502,810.148,810.148,810.148
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+2opt,1303.628,1303.628,1303.628,132.332,132.332,132.332
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,FI+2.5opt,1324.056,1324.056,1324.056,1370.616,1370.616,1370.616
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,MST,1551.311,1636.000,1704.220,197.069,219.097,371.871
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+NSh,1324.568,1374.983,1454.149,825.892,1122.125,2042.534
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+2opt,1221.384,1280.059,1333.606,901.501,1347.744,2354.023
rat99,Rattled grid (Pulleyblank),Semi-Greedy 5,MST+2.5opt,1238.472,1287.819,1339.967,2057.223,4354.173,8416.963
st70,70-city problem (Smith/Thompson),Greedy,NN,761.689,826.523,901.271,91.350,118.860,1217.639
st70,70-city problem (Smith/Thompson),Greedy,NN+NSh,707.124,758.309,821.747,261.916,494.154,1115.518
st70,70-city problem (Smith/Thompson),Greedy,NN+2opt,684.176,711.712,751.173,252.005,458.573,698.055
st70,70-city problem (Smith/Thompson),Greedy,NN+2.5opt,685.988,706.761,758.106,519.755,1109.059,2162.397
st70,70-city problem (Smith/Thompson),Greedy,FI,742.747,742.747,742.747,428.202,428.202,428.202
st70,70-city problem (Smith/Thompson),Greedy,FI+NSh,734.837,734.837,734.837,429.547,429.547,429.547
st70,70-city problem (Smith/Thompson),Greedy,FI+2opt,742.747,742.747,742.747,34.412,34.412,34.412
st70,70-city problem (Smith/Thompson),Greedy,FI+2.5opt,735.550,735.550,735.550,163.128,163.128,163.128
st70,70-city problem (Smith/Thompson),Greedy,MST,846.099,873.244,897.007,56.172,70.110,185.189
st70,70-city problem (Smith/Thompson),Greedy,MST+NSh,723.556,757.181,786.379,310.870,507.463,1051.392
st70,70-city problem (Smith/Thompson),Greedy,MST+2opt,693.472,714.008,725.337,505.037,679.670,1284.006
st70,70-city problem (Smith/Thompson),Greedy,MST+2.5opt,688.838,706.356,732.257,727.916,1272.363,2014.968
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,NN,1121.742,1326.696,1518.467,309.303,347.077,738.770
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,NN+NSh,731.766,821.482,1009.191,456.247,985.989,1894.843
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,NN+2opt,677.196,718.336,784.768,921.731,1280.639,2151.369
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,NN+2.5opt,680.500,707.467,751.508,1541.230,3193.762,6815.080
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,FI,705.213,705.213,705.213,421.277,421.277,421.277
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,FI+NSh,699.855,699.855,699.855,205.885,205.885,205.885
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,FI+2opt,712.961,712.961,712.961,48.445,48.445,48.445
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,FI+2.5opt,711.317,711.317,711.317,78.330,78.330,78.330
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,MST,846.099,873.244,897.007,55.664,74.834,125.445
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,MST+NSh,723.556,757.181,786.379,326.928,595.851,1018.976
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,MST+2opt,693.472,714.008,725.337,508.891,770.365,1474.939
st70,70-city problem (Smith/Thompson),Semi-Greedy 3,MST+2.5opt,688.838,706.356,732.257,815.415,1592.407,2865.919
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,NN,1440.303,1627.668,1817.179,311.778,352.214,430.090
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,NN+NSh,734.631,833.723,950.878,629.358,1074.677,2048.225
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,NN+2opt,678.510,722.449,767.480,1117.397,1592.057,2536.980
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,NN+2.5opt,677.111,709.155,737.335,2134.675,3984.938,7052.850
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,FI,709.021,709.021,709.021,484.595,484.595,484.595
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,FI+NSh,684.215,684.215,684.215,418.761,418.761,418.761
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,FI+2opt,702.124,702.124,702.124,179.785,179.785,179.785
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,FI+2.5opt,700.479,700.479,700.479,147.722,147.722,147.722
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,MST,846.099,873.244,897.007,58.646,72.837,132.761
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,MST+NSh,723.556,757.181,786.379,310.935,500.499,1075.888
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,MST+2opt,693.472,714.008,725.337,532.376,737.993,1203.340
st70,70-city problem (Smith/Thompson),Semi-Greedy 5,MST+2.5opt,688.838,706.356,732.257,750.239,1282.590,2095.402
